timestamp,host,minimum_latency,maximum_latency,average_latency,packet_loss,jitter,throughput
2026-08-07 10:47:28,8.8.8.8,22.0,32.0,23.6,0.0,1.8888888888888888,61.87701396447051,normal
2026-08-07 10:48:07,8.8.8.8,22.0,30.0,24.0,0.0,2.888888888888889,74.45431860109161,normal
2026-08-07 10:48:47,8.8.8.8,22.0,34.0,23.5,0.0,1.8888888888888888,59.858897942553035,normal
2026-08-07 10:49:27,8.8.8.8,22.0,30.0,23.5,0.0,1.5555555555555556,84.1639894933069,normal
2026-08-07 10:50:07,8.8.8.8,22.0,30.0,23.8,0.0,1.7777777777777777,69.76997455343758,normal
2026-08-07 10:50:46,8.8.8.8,22.0,32.0,23.1,0.0,1.2222222222222223,85.52996594547197,normal
2026-08-07 10:51:26,8.8.8.8,22.0,30.0,22.9,0.0,1.1111111111111112,86.1140661771688,normal
2026-08-07 10:52:05,8.8.8.8,22.0,31.0,24.2,0.0,2.6666666666666665,86.10668530739234,normal
2026-08-07 10:52:45,8.8.8.8,22.0,30.0,23.0,0.0,1.2222222222222223,46.130197279186525,normal
2026-08-07 10:53:25,8.8.8.8,22.0,30.0,23.3,0.0,1.5555555555555556,77.01350989705193,normal
2026-08-07 10:54:05,8.8.8.8,22.0,30.0,23.3,0.0,1.7777777777777777,66.13516913190479,normal
2026-08-07 10:54:48,8.8.8.8,22.0,30.0,24.22222222222222,10.0,3.125,81.1097735607878,normal
